tid;descripcion;precio
1417;Minima culpa rem voluptatum natus ipsum. Perferendis sed odio in optio.;3012.34
1418;Amet dicta accusamus totam laborum occaecati ratione.;19060.55
1419;Nisi similique modi non eaque eos eligendi. Sint expedita in inventore. Ipsum quae odit nihil quibusdam.;4824.05
1420;Cum alias sunt similique quod animi. Nostrum dolor maxime quis magnam error officia illo.;24614.1
1421;Ipsa modi iusto illum error laboriosam.;22825.71
1422;Quos quis dolor eligendi suscipit.;23854.95
1423;Officiis deleniti consequuntur vitae dicta maiores error mollitia. Inventore sed facere explicabo laborum culpa expedita aliquam. Magnam alias nemo recusandae ipsa sunt nihil.;8137.4
1424;Ab eos eligendi pariatur hic. Quisquam minima earum eum vitae. Non ullam aliquid fugit vero.;12563.33
1425;Repudiandae doloremque asperiores veniam. Voluptas eaque officiis perspiciatis asperiores. Numquam incidunt impedit reprehenderit ratione doloremque reiciendis eos.;2381.46
1426;Vero aspernatur maiores aspernatur laboriosam voluptate. Facere iusto expedita veritatis.;16568.84
1427;Numquam magni soluta. Dicta dolorem beatae at voluptatum consequatur tenetur. Temporibus possimus beatae libero voluptatum unde.;3947.43
1428;Consequatur quia repudiandae autem doloribus. Cumque minus culpa omnis ipsa.;8798.56
1429;Eligendi atque repellendus tempora rerum eaque. Maxime maxime distinctio eius voluptatum at. Voluptates recusandae eaque placeat deserunt libero rerum. Aspernatur ad beatae ducimus quam perspiciatis.;22184.24
1430;Suscipit velit omnis quaerat ex voluptatibus officia et. Beatae dicta possimus dolore. Optio at facilis voluptatem.;6841.05
1431;Dolore molestiae asperiores quaerat sunt ea.;23161.11
1432;Ratione id quaerat aliquam nam. Nemo cumque esse quaerat tempore.;6724.47
1433;Vero in deserunt earum repellendus. Repudiandae esse soluta vel.;3595.29
1434;Neque voluptate nulla beatae officia. Laborum distinctio perferendis placeat et. Dicta id aut doloribus.;13400.08
1435;Ea maiores aut sed. Molestiae culpa eligendi laudantium. Quasi quisquam dolores hic voluptas at mollitia at.;18498.4
1436;Rem dicta asperiores. Quaerat in consectetur veniam nulla sunt officiis perspiciatis.;12333.96
1437;Voluptate porro nostrum iure. Vitae doloremque eveniet recusandae.;23575.13
1438;Est dolor repellat nisi. Laudantium autem tempora perferendis neque sit cum. Praesentium voluptates voluptas esse.;20375.08
1439;Quasi officia corporis delectus blanditiis. Illum dolores ratione eius voluptatem accusantium quia.;12282.6
1440;Saepe placeat qui. Sit temporibus iusto dignissimos quis. Eum quidem rem dolore optio alias.;18295.98
1441;Voluptates numquam quas facere pariatur debitis. Recusandae dolor libero laudantium. Modi incidunt nam error consequatur.;6626.92
1442;Earum at doloribus accusantium repellendus nulla. Aut ab magni vitae blanditiis magni.;4646.69
1443;Eaque dolore vitae possimus quis sit aut dolor. At esse debitis pariatur aliquam rem. Ullam sed cupiditate illum iste quae quod.;21114.24
1444;Provident ratione aliquam sed nobis animi. Repudiandae quos officia hic quis magnam. Et repellat dolore assumenda.;24153.93
1445;Quaerat recusandae voluptate dolorum quas. Necessitatibus cumque inventore explicabo nulla perspiciatis vitae.;12949.6
1446;Mollitia voluptate unde odio dicta sit deserunt. Totam rerum magnam itaque libero soluta modi.;2372.32
1447;Molestiae rem ut necessitatibus. Quam fuga id nihil saepe repellendus.;12514.81
1448;Laudantium inventore officiis officia nesciunt. Ut ex harum unde.;20366.79
1449;Dignissimos ipsam incidunt voluptate odit sit mollitia iste. Nam alias doloribus veniam nostrum.;8999.1
1450;In repellendus velit. Quasi quisquam aperiam perspiciatis totam. Fuga dolores aliquam mollitia. Quae dolores laborum hic dolor ratione tempore molestias.;20671.41
1451;Nulla eos dicta delectus. Possimus unde veniam itaque tenetur voluptatem natus.;2226.55
1452;Corrupti adipisci blanditiis consectetur. Enim sequi libero molestias sit voluptatem porro.;13502.78
1453;Accusantium praesentium earum tempore. Dolore officiis et suscipit id unde.;12622.56
1454;Optio animi ducimus minima praesentium. Adipisci repudiandae amet unde ducimus. Accusantium officia culpa aliquid dignissimos.;18475.87
1455;Ut ut modi nam dolore. Illo asperiores cum quod itaque reiciendis asperiores. Quisquam culpa voluptatibus veritatis fugiat nesciunt doloribus.;21654.37
1456;Delectus sapiente cupiditate eligendi. Molestiae placeat quod architecto sunt impedit sed enim. Similique consequuntur aliquam delectus.;4106.55
1457;Quasi necessitatibus culpa consequatur. Non numquam beatae alias sed labore facere. Tempore exercitationem esse quisquam non optio saepe. Quod tempora ab.;10192.19
1458;Nemo voluptate consequatur eius doloremque ratione. Aperiam ipsam ducimus voluptatum mollitia nihil odio. Unde culpa dicta similique.;20722.69
1459;Autem optio nam cumque quod. Quae aperiam maiores repellendus sequi.;11692.49
1460;Explicabo dolorum alias non corporis facilis. Ea beatae dolore consequuntur qui illum quibusdam. Doloribus praesentium aspernatur.;5013.2
1461;Ea optio dolor ducimus esse error. Cum quod eum dolor. Numquam error molestiae veniam.;19445.1
1462;Esse pariatur unde assumenda. Ratione eum mollitia nisi necessitatibus. Molestiae modi facere distinctio doloribus nemo officia.;12832.42
1463;Vitae harum esse officiis esse at. Beatae perferendis illo quod tenetur distinctio accusantium.;5095.37
1464;Dignissimos quae nam quos quo perspiciatis. Natus nihil magni minus magni voluptate. Fugiat laborum libero nam architecto officiis dolore. Voluptatem non vitae impedit.;17925.56
1465;Quisquam minus voluptates optio minus possimus ad. Nostrum quisquam dignissimos explicabo unde.;18409.86
1466;Illum voluptatum earum mollitia distinctio adipisci magnam. Nostrum tempora ad minima dolores itaque odio.;7000.57
1467;Deleniti ea optio. Quis laboriosam dicta nobis iste optio quas ex. Atque sunt facere nemo molestias sunt temporibus.;4914.67
1468;Eum maxime officiis nam. Cupiditate praesentium quidem veniam assumenda voluptas pariatur numquam. Voluptatem amet assumenda tempore ab.;23492.64
1469;Doloribus veniam ipsa necessitatibus accusantium.;13877.43
1470;Iure reprehenderit aperiam dolor. Praesentium animi tenetur dolores. Quasi rem sequi voluptates sint tenetur molestias.;14831.21
1471;Ab in corporis earum ducimus. Quaerat modi necessitatibus minus consequatur ipsam. Hic modi ea quis autem.;23737.28
1472;Veniam fugiat ullam dignissimos nobis. Quisquam animi illum repudiandae doloribus possimus.;4341.95
1473;Temporibus a asperiores ea. Voluptatem asperiores aut nostrum. Eum beatae velit beatae excepturi sunt molestiae voluptatum.;11423.46
1474;Optio quo maiores maxime. Labore temporibus earum accusamus dolor.;6117.68
1475;Voluptatem ducimus sapiente incidunt unde mollitia assumenda.;20374.63
1476;Dolorem fuga ratione fuga nemo. Itaque alias cum fugit inventore saepe.;24070.48
1477;Maiores sed sapiente nesciunt. Occaecati reprehenderit explicabo quidem fuga amet veritatis ad.;2852.34
1478;Accusantium at autem velit fuga. Voluptatibus natus perferendis consequuntur.;11218.4
1479;Molestias totam repellendus perspiciatis. Non ullam sed aut alias cumque facere blanditiis.;2439.23
1480;Beatae quos dolore dicta earum porro nulla. Dicta minima esse laudantium minus deserunt deserunt debitis. Fuga beatae excepturi eaque nemo sapiente dolores.;16224.98
1481;Cupiditate ipsum quam totam voluptatibus doloremque at earum.;12292.31
1482;Rem eaque voluptatibus. Ipsam enim aut blanditiis hic accusantium eius.;8581.86
1483;Maxime perferendis dolore quia tempore blanditiis repellat. Laboriosam perferendis expedita omnis delectus earum inventore. Molestiae similique harum maiores adipisci.;12168.94
1484;Nam atque nisi veritatis quas. Accusamus autem aperiam reprehenderit sapiente voluptatum. Praesentium neque accusamus amet. Eius accusantium quaerat omnis repellat dolor quia.;7866.44
1485;Necessitatibus modi ad occaecati eius quasi architecto. Minus cumque aperiam hic quod. Modi ratione necessitatibus ad exercitationem rerum.;11359.39
1486;Reprehenderit ipsam eum qui sint impedit doloremque omnis. Aut dignissimos blanditiis ducimus saepe et.;18147.04
1487;Ratione reiciendis illo. Soluta officia dolor dignissimos animi rem corrupti.;4841.88
1488;Incidunt rerum expedita beatae porro quam mollitia repellat. Maxime officiis autem saepe tempore consequatur. Eos doloribus cum blanditiis illum.;4620.27
1489;Voluptate tempore facilis neque quos quae nobis. Dignissimos odio at distinctio nostrum quo molestias. Velit occaecati molestias distinctio.;4541.12
1490;Sint quo reiciendis debitis quisquam molestiae. Ut nisi laborum illo repudiandae voluptatem. Est commodi nobis rerum.;7522.37
1491;Perspiciatis eveniet ipsum voluptas. Fugiat totam recusandae sunt. Dolorum similique deleniti optio.;14029.55
1492;Assumenda ad architecto ea aliquid fugiat. Magnam vel consectetur accusamus veniam soluta temporibus.;9757.72
1493;Quae voluptas assumenda rerum magnam. Sint ex autem provident culpa.;14435.57
1494;Omnis voluptas exercitationem quo aut. Unde reiciendis ducimus asperiores dolorem enim. Sit laboriosam nam pariatur officiis commodi occaecati.;10940.73
1495;Consequuntur ad laudantium blanditiis. Natus quas quisquam maxime eveniet. Molestias non minima perferendis eos.;15341.37
1496;Amet repudiandae illum adipisci. Nam delectus sed maiores et enim doloribus. Libero animi veritatis aliquam incidunt occaecati. Nesciunt doloribus recusandae ipsa laboriosam.;8984.12
1497;Consectetur architecto quaerat laborum culpa beatae dolores omnis.;23652.89
1498;Molestias libero sapiente dolorem quia ab ratione.;6354.04
1499;Tenetur nisi quam saepe. Quas itaque harum illum sed voluptas quas. Asperiores facere fugiat eos iure dolore eum exercitationem.;23658.34
1500;Cum id quos in inventore numquam. Necessitatibus dicta ipsum expedita sint voluptates dolorem.;15201.61
1501;Cum commodi doloribus eum inventore quis. Iste officiis consectetur error libero.;12101.17
1502;At harum voluptate rerum nesciunt numquam voluptate. Quam quod vitae expedita.;12111.3
1503;Vel officiis corrupti libero inventore expedita. Dicta debitis quas at. Animi consequatur cumque doloribus. Officiis fugit quis quisquam deserunt harum rerum.;20590.32
1504;Occaecati tempore quo veritatis. Alias voluptatem ducimus asperiores sint.;14841.94
1505;Nulla sit corporis quos rerum laudantium recusandae. Aut molestias ea ex voluptate. Quam eveniet excepturi.;15236.76
1506;Earum error cum dicta sint repellat dolore. Culpa non autem hic itaque recusandae explicabo fugiat. Amet dolore nemo iusto non assumenda earum. Quidem nesciunt itaque quaerat vitae dolores.;22162.46
1507;Hic placeat doloribus voluptas ratione dolorum. Nam deserunt impedit sunt quos sapiente.;23056.24
1508;Molestiae totam qui expedita sed. Nulla dolore omnis delectus. Id ducimus ex ab cum magni.;4411.65
1509;Molestiae a vitae voluptatibus. Facilis sint hic. Commodi similique eveniet recusandae illum quidem incidunt.;7898.24
1510;Nisi tenetur distinctio sint eligendi vitae possimus. Fugit provident maxime. Corporis ex nam rem tenetur occaecati.;17500.26
1511;Rem officiis dolorum eligendi inventore ullam reiciendis. Nostrum iste tenetur voluptas fuga.;13501.72
1512;Neque enim animi. Numquam ut cumque modi laborum ipsa laboriosam. Provident iusto dolores deserunt dolorem. Quod dolore placeat.;7551.46
1513;Soluta incidunt reprehenderit sunt recusandae nostrum repellat. Voluptas eius voluptates ipsum magni minima repellendus.;11746.3
1514;Optio animi dignissimos praesentium voluptatem ipsam quibusdam et. Delectus minima cumque.;3039.58
1515;Quos ullam repellendus illo ipsa. Tenetur quod non facilis. Eos eligendi minima culpa quis.;2797.86
1516;Voluptate temporibus temporibus vero deserunt distinctio soluta reprehenderit. Eum fugit officiis animi aspernatur illo. Nostrum libero voluptatem aliquam eum corporis praesentium.;9392.12
1517;Recusandae ut minus cumque dignissimos quia molestiae necessitatibus. Fugiat doloribus veniam perspiciatis veritatis magnam. Deserunt natus molestias quisquam quos dolorem recusandae optio.;7837.92
1518;Quaerat nam temporibus cum. Nesciunt impedit laborum dignissimos expedita voluptas voluptate.;23554.3
1519;Repellat odit praesentium facere explicabo. Necessitatibus at deleniti sapiente iusto placeat. Nisi at minima facere quae.;11939.39
1520;Ipsam temporibus distinctio quis. Natus culpa aliquid ea voluptates. Doloremque aperiam vel aperiam molestias.;19034.15
1521;Corrupti suscipit tenetur debitis impedit illum voluptate. Fugit saepe mollitia.;16299.96
1522;Quam consequuntur fuga. Architecto dignissimos a quis ipsum similique ipsum vel. Illo saepe aspernatur incidunt provident. Sapiente doloremque eligendi optio.;10583.38
1523;Deleniti temporibus enim veniam ipsa fugiat error. Et quasi iusto optio adipisci corporis.;3492.16
1524;Accusamus nisi vitae. Doloribus magnam fugit.;17419.92
1525;Repellendus quas commodi. Aliquam sint placeat et atque accusamus enim earum. Hic magni dolorum voluptatum.;24280.83
1526;Quam sint repudiandae placeat repellat alias.;21042.76
1527;Repellat pariatur temporibus ipsam sunt doloremque. Molestias excepturi ducimus. Nesciunt unde quaerat doloremque est cumque.;2418.68
1528;Esse blanditiis possimus mollitia ex. Porro aspernatur accusantium explicabo atque magnam.;9080.97
1529;Dignissimos qui aliquid ipsum est. Officia molestias distinctio cum officiis eius.;13536.88
1530;Reiciendis inventore quisquam facilis voluptatum. Aperiam fuga in totam optio expedita. Saepe rerum voluptatibus excepturi corporis laboriosam veniam.;3521.56
1531;Aut saepe ipsam. Laborum officia cupiditate excepturi numquam. Tempore consequuntur numquam doloribus delectus.;15906.8
1532;Rerum vero voluptatibus adipisci fuga vitae. Fuga ea rem.;13737.55
1533;Consequuntur neque consequatur reiciendis aperiam. Quibusdam provident culpa iure.;23510.61
1534;Rem expedita dolorem animi ipsa.;15207.22
1535;Eius fuga unde doloremque voluptatibus fuga aliquam eligendi. Blanditiis enim quam sunt pariatur accusamus.;20716.84
1536;Quibusdam adipisci ipsum quas. Recusandae saepe aspernatur atque optio dolorem molestiae optio. Non ad explicabo cum quaerat.;10872.34
1537;Illum libero necessitatibus perspiciatis cumque. Veniam cumque placeat eos soluta molestiae numquam fugit. Iusto quasi expedita.;8364.53
1538;Dolorum doloribus ex inventore deleniti quia voluptatem nam. Perferendis ex molestiae dolores. Sint tenetur nam voluptate. Enim a esse cumque tempore aliquid.;17522.29
1539;Saepe dicta enim consequuntur. Id est eos iusto. Autem incidunt in dicta recusandae.;3734.32
1540;Voluptatum libero nihil voluptatem incidunt.;22721.18
1541;Iusto enim eligendi magni odit fuga. Sit dolorem optio omnis repudiandae illo ea atque. Odit ducimus neque assumenda dicta atque eum.;22288.69
1542;Officiis ipsam consequatur ut hic illo. Pariatur natus facilis rem incidunt nostrum minus. Ab temporibus doloribus quos eligendi recusandae.;17201.5
1543;Facilis asperiores culpa eos deleniti natus tempore. Corporis repellendus aliquam molestias.;12754.04
1544;Soluta veritatis incidunt expedita. Explicabo occaecati voluptatem impedit consequuntur ad.;20003.6
1545;Placeat id est unde facilis. Fuga libero impedit sunt tempora hic voluptatum. Eveniet nulla similique ipsa ad id nam molestiae.;6371.68
1546;Occaecati temporibus modi corporis. Dolores repellendus esse tempora.;4760.08
1547;Adipisci adipisci eaque officia voluptate repellendus soluta. Aliquid nulla eveniet similique corrupti cupiditate. Veniam animi omnis aliquam.;19977.84
